Task_name,Participant #,Runtime_mod,Movie_time,Absorption_response,Other_response,Problem_response,Words_response,Sounds_response,Images_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response,Gradient 1,Gradient 2,Gradient 3
Movie Task-c4,subject012,15,179.74347469999339,7.0999999999999925,3.5999999999999988,6.599999999999995,6.399999999999997,5.1,9.499999999999984,7.199999999999994,6.300000000000006,2.8000000000000016,6.500000000000012,4.800000000000007,8.0,2.299999999999997,3.000000000000009,9.0,5.700000000000015,0,0,0
Movie Task-c4,subject012,15,133.12173419998726,6.499999999999995,6.700000000000008,3.0,10.0,7.700000000000005,8.600000000000005,5.0,3.0,4.199999999999999,3.8000000000000096,7.599999999999994,7.200000000000003,3.8000000000000016,3.200000000000001,8.300000000000006,7.0,0,0,0
Movie Task-c4,subject012,15,130.08564950001892,4.800000000000003,6.099999999999999,7.6000000000000085,6.200000000000006,4.000000000000002,7.0,4.800000000000003,4.6000000000000005,3.7000000000000015,6.0,4.0,7.500000000000005,4.100000000000001,7.0,6.199999999999997,4.299999999999999,0,0,0
Movie Task-c4,subject012,15,190.3849284000171,4.800000000000001,3.900000000000006,4.500000000000002,5.200000000000006,6.0,7.300000000000006,2.7000000000000015,6.800000000000011,6.20000000000001,5.3,6.299999999999996,3.6000000000000014,6.000000000000007,5.200000000000002,7.699999999999994,7.500000000000009,0,0,0
Movie Task-c4,subject012,15,55.261072600027546,10.0,7.89999999999999,3.300000000000001,4.900000000000002,6.400000000000006,5.899999999999999,7.299999999999992,5.3999999999999995,6.500000000000005,6.499999999999995,3.200000000000016,3.6000000000000005,7.499999999999995,2.0,10.0,6.399999999999999,0,0,0
Movie Task-c4,subject012,15,9.85042119998252,4.500000000000002,8.400000000000006,9.9,5.999999999999997,7.100000000000003,5.499999999999999,6.0,3.6000000000000014,6.0000000000000036,6.099999999999996,4.0,7.400000000000006,3.200000000000001,1.5,3.099999999999999,5.000000000000007,0,0,0
Movie Task-lms,subject012,12,159.69854879999184,10.0,7.0,6.399999999999995,6.9999999999999964,3.5000000000000013,7.0,3.6000000000000014,9.799999999999986,6.799999999999994,6.199999999999997,8.0,7.700000000000005,4.000000000000002,2.2999999999999994,5.6,9.499999999999986,0,0,0
Movie Task-lms,subject012,12,71.8732945000229,9.599999999999985,6.799999999999995,9.499999999999998,7.099999999999996,8.200000000000006,6.699999999999995,8.900000000000004,4.1,4.200000000000001,5.3000000000000025,7.399999999999999,8.199999999999989,8.999999999999993,8.600000000000001,7.899999999999992,6.299999999999997,0,0,0
Movie Task-lms,subject012,12,219.2407722999924,5.6000000000000005,8.0,7.499999999999995,3.999999999999999,4.200000000000001,6.500000000000005,8.100000000000007,4.5000000000000036,7.20000000000001,2.3999999999999977,4.30000000000001,7.700000000000008,7.9000000000000075,7.199999999999996,6.299999999999997,7.9,0,0,0
Movie Task-lms,subject012,12,71.42362099999445,6.0,4.0,8.599999999999998,6.500000000000005,5.899999999999997,8.400000000000006,8.0,8.0,6.399999999999997,8.000000000000007,5.000000000000001,7.30000000000001,5.000000000000011,9.999999999999984,6.099999999999998,6.700000000000005,0,0,0
Movie Task-lms,subject012,12,128.4362347999995,3.4000000000000012,8.99999999999999,7.600000000000005,8.700000000000005,2.999999999999999,5.300000000000002,8.499999999999995,4.000000000000002,3.799999999999999,8.300000000000006,9.099999999999996,6.899999999999993,2.2999999999999985,6.700000000000008,5.200000000000006,4.100000000000001,0,0,0
Movie Task-lms,subject012,12,8.90130520000821,4.000000000000003,5.799999999999998,2.699999999999998,3.9000000000000097,3.1999999999999984,8.29999999999999,2.3000000000000047,6.399999999999996,6.900000000000011,7.700000000000008,6.399999999999998,6.599999999999996,4.9,9.899999999999984,2.200000000000008,6.000000000000007,0,0,0
Movie Task-summer,subject012,14,178.36304540000856,3.099999999999999,5.8999999999999995,4.700000000000001,3.999999999999999,7.3999999999999915,6.799999999999994,3.799999999999999,7.499999999999992,8.49999999999999,1.599999999999997,4.800000000000007,7.299999999999992,7.700000000000008,5.0,9.599999999999994,4.700000000000017,0,0,0
Movie Task-summer,subject012,14,111.7047692000051,3.5000000000000013,4.500000000000002,7.30000000000001,5.600000000000005,5.6000000000000005,4.300000000000001,2.9999999999999982,7.300000000000006,5.300000000000001,5.300000000000006,8.000000000000007,8.799999999999994,6.500000000000005,9.000000000000004,4.000000000000002,8.1,0,0,0
Movie Task-summer,subject012,14,99.8970911000215,6.599999999999994,5.300000000000001,7.500000000000002,6.699999999999994,7.299999999999993,4.6000000000000005,6.300000000000006,5.899999999999999,7.300000000000006,3.200000000000001,5.500000000000005,7.599999999999994,4.500000000000002,4.600000000000001,5.500000000000005,7.599999999999992,0,0,0
Movie Task-summer,subject012,14,143.0142302000022,3.0999999999999983,4.700000000000001,7.900000000000004,6.000000000000011,3.800000000000006,4.200000000000002,4.70000000000001,7.300000000000006,5.8,7.899999999999997,7.299999999999994,3.7000000000000006,9.199999999999992,6.800000000000008,7.599999999999991,6.9000000000000075,0,0,0
Movie Task-summer,subject012,14,98.79491619998589,3.100000000000001,7.9000000000000075,6.799999999999997,3.9000000000000012,6.900000000000004,7.000000000000007,3.6000000000000094,5.5,3.9000000000000017,7.400000000000006,5.799999999999999,7.199999999999996,7.2999999999999945,4.800000000000007,4.400000000000002,1.2999999999999994,0,0,0
Movie Task-summer,subject012,14,6.0941460999893025,7.500000000000009,5.200000000000006,6.799999999999994,4.700000000000001,6.699999999999994,5.100000000000007,7.400000000000009,6.9999999999999964,6.499999999999995,5.2,3.5999999999999988,4.5000000000000036,4.2000000000000135,5.300000000000006,4.8000000000000025,6.600000000000012,0,0,0
